id,sales
0,10
1,13
2,13
3,13
4,13
5,21
6,21
7,13
8,13
9,13
10,13
11,13
12,21
13,21
14,13
15,13
16,13
17,13
18,13
19,21
20,21
21,13
22,13
23,13
24,13
25,13
26,21
27,21
28,13
29,13
30,13
31,21
32,21
33,21
34,21
35,13
36,13
37,13
38,21
39,21
40,21
41,21
42,13
43,13
44,13
45,21
46,21
47,21
48,21
49,13
50,13
51,13
52,21
53,21
54,21
55,21
56,13
57,13
58,13
59,21
60,21
61,21
62,26
63,13
64,21
65,21
66,21
67,21
68,26
69,26
70,13
71,21
72,21
73,21
74,21
75,26
76,26
77,13
78,21
79,21
80,21
81,21
82,26
83,26
84,13
85,21
86,21
87,21
88,21
89,26
90,21
91,21
92,21
93,26
94,26
95,26
96,26
97,21
98,21
99,21
100,26
101,26
102,26
103,26
104,21
105,21
106,21
107,26
108,26
109,26
110,26
111,21
112,21
113,21
114,26
115,26
116,26
117,26
118,21
119,21
120,26
121,26
122,26
123,26
124,26
125,21
126,26
127,26
128,26
129,26
130,26
131,26
132,21
133,26
134,26
135,26
136,26
137,26
138,26
139,21
140,26
141,26
142,26
143,26
144,26
145,26
146,21
147,26
148,26
149,26
150,26
151,26
152,26
153,26
154,26
155,26
156,26
157,26
158,26
159,26
160,26
161,26
162,26
163,26
164,26
165,26
166,26
167,26
168,26
169,26
170,26
171,26
172,26
173,26
174,26
175,26
176,26
177,26
178,26
179,26
180,13
181,21
182,21
183,21
184,21
185,26
186,26
187,13
188,21
189,21
190,21
191,21
192,26
193,26
194,13
195,21
196,21
197,21
198,21
199,26
200,26
201,13
202,21
203,21
204,21
205,26
206,26
207,26
208,13
209,21
210,21
211,26
212,26
213,26
214,26
215,21
216,21
217,21
218,26
219,26
220,26
221,26
222,21
223,21
224,21
225,26
226,26
227,26
228,26
229,21
230,21
231,21
232,26
233,26
234,26
235,26
236,21
237,21
238,21
239,26
240,26
241,26
242,26
243,21
244,21
245,26
246,26
247,26
248,26
249,26
250,21
251,21
252,26
253,26
254,26
255,26
256,26
257,21
258,21
259,26
260,26
261,26
262,26
263,26
264,21
265,21
266,26
267,26
268,26
269,26
270,13
271,13
272,13
273,21
274,21
275,21
276,26
277,13
278,13
279,13
280,21
281,21
282,21
283,26
284,13
285,13
286,13
287,21
288,21
289,21
290,26
291,13
292,13
293,13
294,21
295,21
296,21
297,26
298,13
299,13
300,13
301,21
302,21
303,26
304,26
305,13
306,21
307,21
308,21
309,26
310,26
311,26
312,13
313,21
314,21
315,21
316,26
317,26
318,26
319,13
320,21
321,21
322,21
323,26
324,26
325,26
326,13
327,21
328,21
329,26
330,26
331,26
332,26
333,21
334,21
335,21
336,26
337,26
338,26
339,26
340,21
341,21
342,21
343,26
344,26
345,26
346,26
347,21
348,21
349,21
350,26
351,26
352,26
353,26
354,21
355,21
356,21
357,26
358,26
359,26
360,10
361,10
362,10
363,10
364,13
365,13
366,13
367,10
368,10
369,10
370,13
371,13
372,13
373,13
374,10
375,10
376,10
377,13
378,13
379,13
380,13
381,10
382,10
383,10
384,13
385,13
386,13
387,13
388,10
389,10
390,10
391,13
392,13
393,13
394,21
395,10
396,10
397,13
398,13
399,13
400,13
401,21
402,10
403,10
404,13
405,13
406,13
407,13
408,21
409,10
410,10
411,13
412,13
413,13
414,13
415,21
416,10
417,10
418,13
419,13
420,21
421,21
422,21
423,10
424,13
425,13
426,13
427,21
428,21
429,21
430,10
431,13
432,13
433,13
434,21
435,21
436,21
437,10
438,13
439,13
440,13
441,21
442,21
443,21
444,10
445,13
446,13
447,13
448,21
449,21
450,10
451,10
452,10
453,13
454,13
455,13
456,13
457,10
458,10
459,10
460,13
461,13
462,13
463,13
464,10
465,10
466,10
467,13
468,13
469,13
470,13
471,10
472,10
473,10
474,13
475,13
476,13
477,13
478,10
479,10
480,10
481,13
482,13
483,13
484,21
485,10
486,10
487,13
488,13
489,13
490,13
491,21
492,10
493,10
494,13
495,13
496,13
497,13
498,21
499,10
500,10
501,13
502,13
503,13
504,13
505,21
506,10
507,10
508,13
509,13
510,21
511,21
512,21
513,10
514,13
515,13
516,13
517,21
518,21
519,21
520,10
521,13
522,13
523,13
524,21
525,21
526,21
527,10
528,13
529,13
530,13
531,21
532,21
533,21
534,10
535,13
536,13
537,13
538,21
539,21
540,10
541,10
542,10
543,10
544,10
545,13
546,13
547,10
548,10
549,10
550,10
551,13
552,13
553,13
554,10
555,10
556,10
557,10
558,13
559,13
560,13
561,10
562,10
563,10
564,10
565,13
566,13
567,13
568,10
569,10
570,10
571,13
572,13
573,13
574,13
575,10
576,10
577,10
578,13
579,13
580,13
581,13
582,10
583,10
584,10
585,13
586,13
587,13
588,13
589,10
590,10
591,10
592,13
593,13
594,13
595,13
596,10
597,10
598,10
599,13
600,13
601,21
602,21
603,10
604,10
605,13
606,13
607,13
608,21
609,21
610,10
611,10
612,13
613,13
614,13
615,21
616,21
617,10
618,10
619,13
620,13
621,13
622,21
623,21
624,10
625,10
626,13
627,13
628,13
629,21
630,21
631,21
632,21
633,21
634,26
635,26
636,26
637,21
638,21
639,21
640,26
641,26
642,26
643,26
644,21
645,21
646,21
647,26
648,26
649,26
650,26
651,21
652,21
653,21
654,26
655,26
656,26
657,26
658,13
659,21
660,21
661,26
662,26
663,26
664,26
665,21
666,21
667,26
668,26
669,26
670,26
671,26
672,21
673,21
674,26
675,26
676,26
677,26
678,26
679,21
680,21
681,26
682,26
683,26
684,26
685,26
686,21
687,21
688,26
689,26
690,26
691,26
692,26
693,21
694,26
695,26
696,26
697,26
698,26
699,26
700,21
701,26
702,26
703,26
704,26
705,26
706,26
707,26
708,26
709,26
710,26
711,26
712,26
713,26
714,26
715,26
716,26
717,26
718,26
719,26
720,13
721,13
722,13
723,21
724,21
725,21
726,26
727,13
728,13
729,13
730,21
731,21
732,21
733,26
734,13
735,13
736,13
737,21
738,21
739,21
740,26
741,13
742,13
743,13
744,21
745,21
746,21
747,26
748,13
749,13
750,13
751,21
752,21
753,26
754,26
755,13
756,21
757,21
758,21
759,26
760,26
761,26
762,13
763,21
764,21
765,21
766,26
767,26
768,26
769,13
770,21
771,21
772,21
773,26
774,26
775,26
776,13
777,21
778,21
779,26
780,26
781,26
782,26
783,21
784,21
785,21
786,26
787,26
788,26
789,26
790,21
791,21
792,21
793,26
794,26
795,26
796,26
797,21
798,21
799,21
800,26
801,26
802,26
803,26
804,21
805,21
806,21
807,26
808,26
809,26
810,13
811,13
812,21
813,21
814,21
815,26
816,26
817,13
818,13
819,21
820,21
821,21
822,26
823,26
824,13
825,13
826,21
827,21
828,21
829,26
830,26
831,13
832,13
833,21
834,21
835,21
836,26
837,26
838,13
839,13
840,21
841,21
842,26
843,26
844,26
845,21
846,21
847,21
848,26
849,26
850,26
851,26
852,21
853,21
854,21
855,26
856,26
857,26
858,26
859,21
860,21
861,21
862,26
863,26
864,26
865,26
866,21
867,21
868,21
869,26
870,26
871,26
872,26
873,21
874,21
875,26
876,26
877,26
878,26
879,26
880,21
881,21
882,26
883,26
884,26
885,26
886,26
887,21
888,21
889,26
890,26
891,26
892,26
893,26
894,21
895,21
896,26
897,26
898,26
899,26
900,43
901,43
902,47
903,47
904,47
905,47
906,47
907,32
908,43
909,47
910,47
911,47
912,47
913,47
914,32
915,43
916,47
917,47
918,47
919,47
920,47
921,32
922,43
923,47
924,47
925,47
926,47
927,47
928,32
929,43
930,47
931,47
932,47
933,55
934,55
935,47
936,47
937,47
938,47
939,47
940,55
941,55
942,47
943,47
944,47
945,47
946,47
947,55
948,55
949,47
950,47
951,47
952,47
953,47
954,55
955,55
956,47
957,47
958,47
959,47
960,55
961,55
962,72
963,47
964,47
965,47
966,47
967,55
968,55
969,72
970,47
971,47
972,47
973,47
974,55
975,55
976,72
977,47
978,47
979,47
980,47
981,55
982,55
983,72
984,47
985,47
986,47
987,47
988,55
989,55
990,47
991,47
992,55
993,55
994,72
995,72
996,72
997,47
998,47
999,55
1000,55
1001,72
1002,72
1003,72
1004,47
1005,47
1006,55
1007,55
1008,72
1009,72
1010,72
1011,47
1012,47
1013,55
1014,55
1015,72
1016,72
1017,72
1018,47
1019,47
1020,55
1021,72
1022,72
1023,72
1024,88
1025,55
1026,55
1027,72
1028,72
1029,72
1030,72
1031,88
1032,55
1033,55
1034,72
1035,72
1036,72
1037,72
1038,88
1039,55
1040,55
1041,72
1042,72
1043,72
1044,72
1045,88
1046,55
1047,55
1048,72
1049,72
1050,88
1051,88
1052,88
1053,55
1054,72
1055,72
1056,72
1057,88
1058,88
1059,88
1060,55
1061,72
1062,72
1063,72
1064,88
1065,88
1066,88
1067,55
1068,72
1069,72
1070,72
1071,88
1072,88
1073,88
1074,55
1075,72
1076,72
1077,72
1078,88
1079,88
1080,47
1081,47
1082,47
1083,55
1084,55
1085,55
1086,72
1087,47
1088,47
1089,47
1090,55
1091,55
1092,55
1093,72
1094,47
1095,47
1096,47
1097,55
1098,55
1099,55
1100,72
1101,47
1102,47
1103,47
1104,55
1105,55
1106,55
1107,72
1108,47
1109,47
1110,47
1111,55
1112,72
1113,72
1114,72
1115,47
1116,47
1117,55
1118,55
1119,72
1120,72
1121,72
1122,47
1123,47
1124,55
1125,55
1126,72
1127,72
1128,72
1129,47
1130,47
1131,55
1132,55
1133,72
1134,72
1135,72
1136,47
1137,47
1138,55
1139,72
1140,72
1141,72
1142,88
1143,47
1144,55
1145,72
1146,72
1147,72
1148,72
1149,88
1150,55
1151,55
1152,55
1153,72
1154,72
1155,72
1156,88
1157,55
1158,55
1159,55
1160,72
1161,72
1162,72
1163,88
1164,55
1165,55
1166,55
1167,72
1168,72
1169,72
