id,sales
0,12.00824429197458
1,14.468981025319735
2,14.342035774536697
3,15.720054298942525
4,17.191994531432474
5,17.92273302599324
6,19.27945974117622
7,11.808659593194092
8,14.993036428478128
9,15.210618766945494
10,15.948981447595454
11,17.08195707793523
12,17.434830952189795
13,18.472512850551805
14,11.629008842369249
15,13.368321649496185
16,13.289574107524903
17,13.854510211568808
18,14.987485841908583
19,15.34035971616315
20,16.378041614525163
21,10.519503857329724
22,13.102448312468002
23,12.839715421437074
24,14.005390723578852
25,16.064493234494435
26,16.265777364046315
27,17.312293609435887
28,13.974599595818088
29,18.7898484719877
30,19.00743081045506
31,20.29031193230619
32,21.129808723655557
33,22.450372493015447
34,24.172213363581896
35,13.821759439993883
36,16.73491046477137
37,16.65616292280009
38,17.221099026843994
39,18.354074657183777
40,18.706948531438343
41,19.744630429800353
42,14.890404467734054
43,17.351141201079205
44,17.224195950296163
45,18.602214474702
46,20.074154707191948
47,20.80489320175271
48,22.161619916935692
49,14.009961803368451
50,16.470698536713606
51,16.343753285930568
52,17.721771810336392
53,19.193712042826345
54,19.924450537387106
55,21.281177252570085
56,17.468295935619217
57,22.753846625203757
58,22.923231254859356
59,25.01919479707241
60,26.19765619057196
61,27.422452325388324
62,28.779179040571307
63,17.65249971803282
64,21.558300479535077
65,21.727685109190684
66,23.14880770767835
67,24.6207479401683
68,25.35148643472906
69,26.70821314991205
70,17.049258830200355
71,19.720319186979765
72,19.641571645008483
73,20.20650774905239
74,21.339483379392163
75,21.692357253646737
76,22.730039152008747
77,16.7053735989728
78,20.592597724542472
79,20.329864833511547
80,21.495540135653325
81,23.55464264656891
82,23.755926776120795
83,24.80244302151036
84,20.99290802724347
85,25.684227429831186
86,26.142965853801847
87,28.087937772712493
88,29.54705950225684
89,31.726583632420812
90,20.79666294422767
91,23.203994152674646
92,23.117546465219476
93,24.529116418834246
94,25.754465073272325
95,26.884703966061746
96,27.611695930837566
97,16.923108616606072
98,20.107485451890106
99,20.32506779035747
100,21.607948912208595
101,22.447445703557968
102,23.76800947291785
103,26.6703987560258
104,19.645442048952294
105,21.56101259952723
106,21.48226505755595
107,22.047201161599848
108,23.180176791939626
109,23.533050666194196
110,24.570732564556206
111,18.443272779748504
112,22.47128126304388
113,22.504878252451597
114,24.388498572400604
115,26.095830309898727
116,27.08932246394481
117,27.84731242272884
118,20.556110807114578
119,22.2498394398894
120,22.507919341684623
121,23.82435189274469
122,24.41725710604219
123,26.550197485512047
124,29.878305317163385
125,18.936208463405862
126,22.120585298689896
127,22.33816763715725
128,23.62104875900839
129,24.28987089866209
130,27.15753993337493
131,31.288951388789204
132,23.85237540780256
133,26.22073949271274
134,26.134291805257565
135,27.545861758872345
136,28.77121041331042
137,29.766864141821213
138,30.628441270875662
139,22.971932743436955
140,25.432669476782106
141,25.30572422599907
142,26.6837427504049
143,28.155682982894856
144,29.30985738670603
145,31.27868521217569
146,24.5245337382181
147,26.939686297211143
148,27.14956849019461
