id,sales
0,10.402171840465124
1,13.446102380949622
2,14.044742779824084
3,15.364635219391872
4,16.995797320523742
5,17.89477833199856
6,18.82395664252922
7,10.301004927497619
8,13.62051832934089
9,13.708060443296478
10,15.595064480537541
11,16.375044122067578
12,17.312550561734398
13,19.165427399561597
14,10.475935286171818
15,13.803948551373225
16,13.82430967510173
17,14.67183480604942
18,16.906911831700242
19,17.661166187227458
20,19.009371799849205
21,10.338225934065552
22,13.277786281861903
23,13.673002320376277
24,14.84971999431139
25,16.720368503165375
26,17.776034165169264
27,19.6351122196831
28,9.973776738367786
29,13.885050626192285
30,13.743558414570476
31,17.47764694768074
32,18.861470402030843
33,20.46180712240691
34,21.491159838698664
35,12.861305457627878
36,15.820626611408404
37,15.747895851597915
38,17.376480034713232
39,19.03588635042211
40,20.1251247858793
41,21.72158909984433
42,12.240552259171713
43,15.238398841144246
44,16.089366608630293
45,17.551410393387435
46,19.219316572454446
47,20.241374017684553
48,20.798359425356207
49,12.772419968804382
50,15.587014466637303
51,15.933311008917904
52,17.41370104128117
53,18.69315430294312
54,20.090066662959103
55,20.97624461361817
56,12.585876640269511
57,15.701882444579109
58,16.5590514287518
59,21.357075753131923
60,22.74089920748203
61,24.341235927858097
62,25.370588644149848
63,16.740734263079062
64,19.70005541685959
65,19.6273246570491
66,21.255908840164423
67,22.915315155873294
68,24.004553591330488
69,25.601017905295514
70,16.1199810646229
71,19.11782764659543
72,19.96879541408148
73,21.43083919883862
74,23.09874537790563
75,24.12080282313574
76,24.677788230807394
77,16.651848774255566
78,19.46644327208849
79,19.81273981436909
80,21.293129846732356
81,22.57258310839431
82,23.96949546841029
83,24.855673419069362
84,16.465305445720695
85,19.581311250030293
86,20.438480234202984
87,20.928680651034583
88,23.179847452724694
89,24.04005156260449
90,18.71112677153326
91,21.75505731201775
92,22.35369771089222
93,23.673590150460008
94,25.30475225159187
95,26.203733263066688
96,27.13291157359735
97,18.60995985856575
98,21.92947326040902
99,22.01701537436461
100,23.904019411605674
101,24.683999053135707
102,25.621505492802527
103,27.47438233062973
104,18.784890217239948
105,22.112903482441354
106,22.13326460616986
107,22.980789737117547
108,25.21586676276838
109,25.970121118295587
110,27.31832673091734
111,18.647180865133684
112,21.586741212930033
113,21.981957251444406
114,23.158674925379515
115,25.029323434233504
116,26.084989096237393
117,27.94406715075123
118,18.282731669435915
119,22.194005557260418
120,22.05251334563861
121,25.78660187874887
122,27.170425333098976
123,28.770762053475043
124,29.99348619622426
125,21.170260388696008
126,24.129581542476537
127,24.056850782666046
128,25.685434965781365
129,27.344841281490243
130,28.434079716947434
131,30.2313134904221
132,20.549507190239844
133,23.54735377221238
134,24.398321539698426
135,25.860365324455564
136,27.52827150352258
137,28.550328948752686
138,29.17218425618842
139,21.081374899872515
140,23.895969397705436
